Response
the dirty plate
old cup
dirty fork
mug
the clean cup
dirty fork
fork
dirty plate
the clean spoon
the mug
dirty fork
the clean spoon
dirty plate
fork
dirty cup
the mug
the dirty plate
dirty plate
dirty plate
dirty plate
bowl
the spoon
the clean mug
the clean bowl
clean spoon
the clean fork
dirty plate
clean spoon
the clean spoon
the mug
dirty cup
the cup
the bowl
the dirty plate
dirty fork
the clean bowl
the bowl
dirty cup
dirty cup
dirty fork
the bowl
dirty cup
clean spoon
dirty mug
clean spoon
bowl
the clean plate
dirty fork
fork
cup
dirty cup
the clean cup
dirty fork
dirty spoon
dirty fork
the clean spoon
dirty spoon
mug
dirty cup
the mug
the dirty plate
dirty cup
the clean bowl
the bowl
the mug
the fork
the bowl
dirty spoon
the cup
the mug
dirty cup
dirty spoon
mug
dirty spoon
the mug
the clean bowl
dirty mug
mug
the_mug
mug
dirty cup
the bowl
cup
mug
the plate
the bowl
dirty fork
dirty fork
mug
bowl
the mug
the mug
dirty fork
dirty cup
the spoon
the mug
bowl
clean spoon
mug
the plate
the clean bowl
dirty fork
the bowl
the dirty plate
mug
the clean fork
cup
the spoon
dirty mug
dirty plate
dirty cup
the mug
dirty fork
the clean mug
dirty fork
plate
the mug
the spoon
dirty plate
mug
bowl
dirty fork
the spoon
dirty fork
dirty plate
the dirty bowl
bowl
dirty fork
fork
dirty plate
bowl
dirty plate
the dirty bowl
dirty plate
the clean plate
dirty spoon
the cup
dirty cup
dirty fork
the mug
the dirty plate
the bowl
the clean bowl
the bowl
the dirty plate
dirty plate
dirty plate
the clean mug
dirty plate
mug
dirty plate
the dirty spoon
bowl
dirty fork
dirty plate
the clean mug
the clean spoon
the bowl
the clean spoon
dirty spoon
dirty fork
the dirty bowl
dirty plate
dirty fork
the dirty spoon
bowl
the mug
the bowl
the clean spoon
mug
the spoon
the bowl
fork
dirty mug
dirty mug
fork
the mug
mug
clean spoon
mug
dirty plate
dirty fork
the cup
the dirty bowl
the spoon
dirty plate
the clean bowl
plate
the plate
dirty plate
the cup
dirty fork
mug
dirty cup
the mug
dirty plate
fork
dirty mug
the mug
the bowl
the clean bowl
dirty plate
the clean bowl
the mug
dirty cup
dirty spoon
fork
the spoon
the clean cup
spoon
dirty plate
bowl
the plate
dirty fork
cup
fork
the spoon
dirty spoon
the spoon
the plate
the plate
dirty plate
the mug
dirty spoon
the bowl
the clean cup
dirty mug
mug
dirty cup
the clean spoon
dirty fork
the dirty bowl
the clean spoon
dirty fork
dirty spoon
the dirty mug
dirty spoon
spoon
the plate
dirty spoon
the dirty plate
the bowl
dirty plate
the clean mug
dirty plate
dirty plate
the mug
the spoon
dirty spoon
mug
dirty fork
the clean spoon
the spoon
the spoon
the spoon
the bowl
the bowl
the dirty spoon
cup
the clean plate
the plate
mug
fork
dirty fork
dirty mug
dirty fork
dirty cup
cup
the clean spoon
dirty fork
the dirty bowl
the cup
mug
the bowl
clean plate
the mug
the mug
dirty mug
plate
the clean bowl
dirty plate
the bowl
dirty spoon
the spoon
clean cup
the clean cup
dirty cup
the mug
the bowl
the mug
dirty plate
the spoon
the cup
bowl
the plate
dirty cup
dirty plate
the clean spoon
dirty plate
the bowl
mug
the dirty bowl
bowl
mug
dirty plate
fork
dirty plate
the cup
fork
the fork
dirty cup
the mug
the spoon
dirty fork
plate
dirty plate
clean fork
the mug
the clean mug
the mug
the mug
the mug
bowl
the clean spoon
the bowl
the clean bowl
the clean bowl
dirty fork
clean cup
