Response
dirty plate
clean cup
dirty fork
clean mug
dirty cup
dirty fork
clean fork
dirty plate
dirty spoon
clean mug
dirty fork
dirty spoon
clean plate
dirty fork
clean cup
clean mug
dirty plate
dirty plate
dirty plate
dirty plate
clean bowl
dirty spoon
dirty mug
clean bowl
dirty spoon
dirty fork
dirty plate
clean spoon
clean spoon
clean mug
dirty cup
dirty cup
dirty bowl
dirty plate
dirty fork
dirty bowl
dirty bowl
dirty cup
dirty cup
dirty fork
dirty bowl
dirty cup
dirty spoon
dirty mug
dirty spoon
dirty bowl
dirty plate
dirty fork (obj6)
dirty fork
clean cup
dirty cup
dirty cup
dirty fork
dirty spoon
dirty fork
dirty spoon
dirty spoon
dirty mug
dirty cup
clean mug
dirty plate
dirty cup
dirty bowl
dirty bowl
dirty mug (obj3)
dirty fork
dirty bowl
clean spoon
dirty cup
dirty mug
dirty cup
dirty spoon
clean mug
clean spoon
dirty mug
dirty bowl
dirty mug
clean mug
dirty mug
clean mug
dirty cup
dirty bowl
dirty mug
dirty mug
dirty plate
dirty bowl
dirty fork
dirty fork
dirty mug
dirty bowl
dirty mug
dirty mug
dirty fork
dirty cup
dirty spoon
dirty mug
clean bowl
dirty spoon
dirty mug
dirty plate
clean bowl
dirty fork
dirty bowl
dirty plate
dirty mug
dirty fork
clean cup
clean spoon
dirty mug
dirty plate
dirty cup
dirty mug
dirty fork
dirty mug
dirty fork
dirty plate
dirty mug
dirty spoon
dirty plate
dirty fork
clean bowl
dirty fork
dirty spoon
dirty fork
clean plate
dirty bowl
dirty bowl
dirty fork
dirty fork
dirty plate
clean bowl
dirty plate
dirty bowl
dirty plate
clean plate
dirty spoon
dirty cup
clean cup
dirty fork
dirty mug
dirty plate
clean bowl
dirty bowl
dirty bowl
dirty plate
dirty plate
dirty plate
dirty mug
dirty plate
clean mug
dirty plate
dirty spoon
dirty bowl
dirty fork
dirty plate
dirty mug (obj6)
clean spoon
dirty bowl
dirty spoon
dirty spoon
dirty fork
dirty bowl
dirty plate
dirty fork
dirty spoon
dirty bowl
dirty mug (obj6)
dirty bowl
dirty spoon
dirty mug
dirty spoon
dirty bowl (obj3)
dirty fork
dirty mug
dirty mug
clean fork
dirty mug
dirty mug
clean spoon
dirty mug
dirty plate
dirty fork
dirty cup
dirty bowl
clean spoon
dirty plate
dirty bowl
dirty plate
dirty plate
dirty plate
dirty cup
clean fork
dirty mug
dirty cup
dirty mug
dirty plate
dirty fork
dirty mug
dirty mug
dirty bowl
clean bowl
dirty plate
clean bowl
dirty mug
dirty cup
dirty spoon
dirty fork
dirty spoon
dirty cup
clean spoon
dirty plate
clean bowl
dirty plate
dirty fork
dirty cup
dirty fork
dirty spoon
dirty spoon
dirty spoon
dirty plate
dirty plate
dirty plate
dirty mug
dirty spoon
dirty bowl
dirty cup
dirty mug
dirty mug
dirty cup
clean spoon
dirty fork
dirty bowl
dirty spoon (obj6)
dirty fork
dirty spoon
dirty mug
clean spoon
clean spoon
dirty plate
dirty spoon
dirty plate
dirty bowl
dirty plate
dirty mug
dirty plate
dirty cup (obj5)
dirty mug
dirty spoon
dirty spoon
clean mug
dirty fork
dirty spoon
dirty spoon
clean spoon
dirty spoon
dirty bowl
dirty bowl
dirty spoon
dirty cup
dirty plate
dirty plate
dirty mug
clean fork
dirty fork
dirty mug
dirty fork
clean cup
clean cup
dirty spoon
dirty fork
dirty bowl
dirty cup
dirty mug
clean bowl
dirty plate
dirty mug
dirty mug
dirty mug
dirty plate
dirty bowl
dirty plate (obj5)
dirty bowl (obj4)
clean spoon
clean spoon
dirty cup
dirty cup
dirty cup
dirty mug
dirty bowl
dirty mug
dirty plate
dirty spoon
dirty cup (obj2)
clean bowl
dirty plate
dirty cup
dirty plate
dirty spoon
dirty plate
dirty bowl
clean mug
dirty bowl
dirty bowl
clean mug
dirty plate
dirty fork
dirty plate
dirty cup
dirty fork
dirty fork
clean cup
dirty mug
dirty spoon
dirty fork
dirty plate
dirty plate
dirty fork
dirty mug
clean mug
clean mug
dirty mug
dirty spoon
clean bowl
dirty spoon
clean bowl
clean bowl
dirty bowl
dirty fork
dirty cup
dirty cup
dirty bowl (obj6)
dirty plate
dirty plate
dirty plate
dirty plate
dirty bowl
dirty cup
dirty bowl
clean mug
dirty cup
dirty bowl
dirty fork
dirty mug
dirty cup
dirty fork
dirty fork
dirty spoon
dirty cup
dirty bowl
dirty fork (obj6)
dirty plate
dirty mug
dirty mug
clean cup
dirty spoon
dirty plate
dirty bowl
dirty plate
dirty plate
dirty plate
dirty plate
dirty mug
dirty bowl
clean fork
dirty fork
dirty cup
dirty fork
clean mug
dirty bowl
dirty mug
clean bowl
clean plate
dirty cup
dirty fork
dirty fork
dirty fork
dirty mug
dirty plate
dirty cup
dirty cup
dirty fork
dirty cup
dirty bowl
dirty fork
dirty bowl
dirty plate
dirty bowl
dirty spoon
clean spoon
dirty fork
dirty plate
dirty bowl
dirty mug
dirty fork
dirty mug
dirty plate
dirty mug
old bowl
dirty fork
dirty mug
dirty cup
dirty fork
dirty plate
dirty bowl
dirty plate
dirty bowl
dirty fork
dirty fork
dirty spoon
clean bowl
dirty spoon
dirty plate
dirty plate
dirty bowl
dirty cup
dirty bowl
clean fork
dirty mug
dirty bowl
clean bowl
clean plate
dirty spoon
dirty spoon
dirty bowl
dirty plate
dirty fork
clean mug
dirty cup
clean bowl
dirty plate
dirty spoon
dirty bowl
dirty mug
dirty fork
dirty fork
