Response
dirty plate
dirty cup
dirty fork
clean mug
clean cup
dirty fork
clean fork
dirty plate
dirty spoon
clean mug
dirty fork
dirty spoon
dirty plate
dirty fork
dirty cup
dirty mug
dirty plate
dirty plate
dirty plate
dirty plate
dirty mug
dirty spoon
dirty mug
dirty cup
clean spoon
clean fork
dirty plate
clean spoon
clean spoon
clean mug
dirty cup
clean cup
dirty bowl
clean plate
dirty fork
dirty mug
dirty bowl
dirty cup
dirty cup
clean fork
clean bowl
dirty cup
dirty spoon
dirty mug
dirty spoon
dirty bowl
clean plate
dirty fork
clean fork
clean cup
dirty fork
dirty mug
clean fork
dirty spoon
dirty fork
clean spoon
dirty spoon
clean mug
dirty cup
clean mug
dirty plate
"lighter, old cup"
dirty spoon
dirty bowl
dirty mug
clean fork
dirty bowl
clean spoon
dirty cup
clean mug
dirty cup
clean spoon
dirty cup
dirty spoon
dirty mug
dirty bowl
dirty mug
dirty mug
dirty mug
clean mug
dirty cup
dirty bowl
dirty mug
dirty mug
clean plate
dirty bowl
dirty fork
clean fork
dirty spoon
clean bowl
dirty mug
dirty mug
dirty fork
dirty mug
dirty spoon
dirty mug
dirty mug
dirty spoon
dirty mug
clean plate
dirty bowl
dirty fork
dirty bowl
dirty plate
used tissue
clean fork
clean cup
dirty spoon
clean mug
dirty plate
clean cup
dirty mug
dirty fork
dirty mug
dirty fork
dirty plate
dirty mug
clean spoon
dirty plate
dirty mug
dirty bowl
dirty fork
dirty spoon
dirty fork
dirty plate
dirty spoon
dirty bowl
dirty fork
old fork
dirty plate
dirty spoon
dirty plate
clean bowl
clean plate
dirty plate
dirty spoon
dirty cup
clean cup
dirty fork
dirty mug
clean plate
dirty plate
dirty bowl
dirty bowl
clean plate
clean plate
dirty plate
dirty mug
dirty plate
clean mug
dirty plate
dirty spoon
dirty bowl
clean fork
clean plate
dirty mug
dirty spoon
dirty bowl
dirty spoon
clean spoon
dirty fork
dirty bowl
clean plate
clean fork
clean spoon
dirty plate
dirty mug
dirty bowl
dirty spoon
dirty mug
clean spoon
dirty bowl
clean fork
dirty mug
dirty mug
clean fork
dirty mug
