Response
clean plate
clean cup
dirty fork
clean mug
dirty cup
dirty fork
clean fork
dirty plate
dirty spoon
clean mug
dirty fork
clean spoon
clean plate
clean fork
clean cup
clean mug
clean plate
clean plate
clean plate
dirty plate
dirty bowl
clean spoon
clean mug
clean bowl
clean spoon
dirty fork
dirty plate
clean spoon
clean spoon
clean mug
dirty cup
clean cup
dirty bowl
clean plate
dirty fork
clean bowl
clean bowl
clean cup
clean cup
clean fork
clean bowl
dirty cup
dirty spoon
dirty mug
dirty spoon
dirty bowl
clean plate
dirty fork
clean fork
clean cup
dirty cup
clean cup
clean fork
dirty spoon
clean fork
dirty spoon
dirty spoon
clean mug
clean cup
clean mug
clean plate
clean cup
clean bowl
clean bowl
clean mug
clean fork
dirty bowl
clean spoon
dirty cup
clean mug
dirty cup
clean spoon
clean mug
clean spoon
clean mug
dirty bowl
dirty mug
clean mug
clean mug
clean mug
dirty cup
clean bowl
clean cup
clean mug
clean plate
dirty bowl
dirty fork
clean fork
clean mug
clean bowl
dirty mug
clean mug
dirty fork
clean cup
clean spoon
clean mug
clean bowl
clean spoon
clean mug
clean plate
clean bowl
clean fork
dirty bowl
dirty plate
clean mug
clean fork
clean cup
clean spoon
clean mug
clean plate
clean cup
clean mug
dirty fork
dirty mug
clean fork
dirty plate
clean mug
dirty spoon
dirty plate
dirty mug
clean bowl
dirty fork
clean spoon
dirty fork
clean plate
dirty bowl
clean bowl
clean fork
clean fork
clean plate
clean bowl
clean plate
dirty bowl
clean plate
clean plate
dirty spoon
clean cup
clean cup
clean fork
clean mug
dirty plate
clean bowl
dirty bowl
dirty bowl
clean plate
clean plate
clean plate
clean mug
clean plate
dirty mug
clean plate
clean spoon
clean bowl
clean fork
clean plate
dirty mug
clean spoon
dirty bowl
clean spoon
clean spoon
clean fork
clean bowl
dirty plate
clean fork
clean spoon
clean bowl
dirty mug
dirty bowl
dirty spoon
clean mug
clean spoon
dirty bowl
clean fork
dirty mug
dirty mug
clean fork
dirty mug
dirty mug
clean spoon
clean mug
clean plate
clean fork
dirty cup
dirty bowl
clean spoon
dirty plate
dirty bowl
clean plate
clean plate
clean plate
dirty cup
dirty fork
clean mug
clean cup
clean mug
clean plate
clean fork
dirty mug
dirty mug
dirty bowl
clean bowl
clean plate
clean bowl
dirty mug
clean cup
clean spoon
clean fork
dirty spoon
clean cup
clean spoon
clean plate
clean bowl
clean plate
dirty fork
clean cup
dirty fork
dirty spoon
dirty spoon
dirty spoon
clean plate
dirty plate
clean plate
dirty mug
clean spoon
clean bowl
dirty cup
dirty mug
clean mug
clean cup
clean spoon
clean fork
dirty bowl
dirty spoon
clean fork
clean spoon
dirty mug
clean spoon
clean spoon
clean plate
clean spoon
clean plate
dirty bowl
clean plate
clean mug
clean plate
clean cup
clean mug
dirty spoon
clean spoon
dirty mug
clean fork
dirty spoon
clean spoon
clean spoon
dirty spoon
dirty bowl
dirty bowl
dirty spoon
clean cup
clean plate
clean plate
clean mug
clean fork
dirty fork
clean mug
dirty fork
clean cup
clean cup
clean spoon
dirty fork
dirty bowl
dirty cup
dirty mug
clean bowl
clean plate
dirty mug
dirty mug
clean mug
clean plate
clean bowl
clean plate
dirty bowl
clean spoon
clean spoon
dirty cup
dirty cup
dirty cup
clean mug
clean bowl
clean mug
dirty plate
clean spoon
dirty cup
clean bowl
dirty plate
dirty cup
dirty plate
dirty spoon
clean plate
dirty bowl
clean mug
dirty bowl
dirty bowl
clean mug
clean plate
dirty fork
clean plate
clean cup
dirty fork
dirty fork
clean cup
dirty mug
dirty spoon
dirty fork
clean plate
clean plate
clean fork
clean mug
clean mug
dirty mug
dirty mug
dirty mug
clean bowl
clean spoon
clean bowl
clean bowl
dirty bowl
clean fork
clean cup
dirty cup
clean bowl
clean plate
dirty plate
clean plate
clean plate
dirty bowl
clean cup
clean bowl
clean mug
clean cup
dirty bowl
clean fork
dirty mug
clean cup
clean fork
clean fork
dirty spoon
dirty cup
dirty bowl
clean fork
clean plate
dirty mug
clean mug
dirty cup
dirty spoon
clean plate
dirty bowl
clean plate
clean plate
clean plate
clean plate
dirty mug
dirty bowl
dirty fork
dirty fork
clean cup
dirty fork
clean mug
dirty bowl
dirty mug
clean bowl
clean plate
dirty cup
dirty fork
clean fork
clean fork
clean mug
dirty plate
dirty cup
dirty cup
clean fork
clean cup
dirty bowl
dirty fork
dirty bowl
clean plate
clean bowl
clean spoon
clean spoon
dirty fork
dirty plate
dirty bowl
